,negative,neutral,positive,helpfulness,burst,count
A1OS5N57XVUI7S,0.5,0.1666666667,0.3333333333,2,0,6
A33ZUOGJV4P0QG,0.1666666667,0.5,0.3333333333,0,5,6
A5GSCIRZTIKUA,0.2,0,0.8,2.75,0.25,5
ACINEJJM8E0D4,0.2222222222,0.1111111111,0.6666666667,1,0.125,9
A1TMZSCIS31ZTE,0.6,0.2,0.2,0,4,5
AH1R9X4P1WKTQ,0,0.3636363636,0.6363636364,1,4.5,11
AAWJY7ZTAOZVU,0,0.2,0.8,0,0.6666666667,5
AVUBN502YND1E,0,0,1,0,0.6666666667,5
A2948QWE72VNMQ,0.4615384615,0.1538461538,0.3846153846,3.1666666667,1.1666666667,13
A2M5RL9R2YO8OG,0.0833333333,0.0833333333,0.8333333333,0.5,1,12
A1F1Q0CL0A8Y4Y,0.2,0.2,0.6,0.6,0.25,5
A1SVOOQIBHKG19,0.1666666667,0,0.8333333333,0,0.5,6
A1XW61EM17TA2K,0,0.3333333333,0.6666666667,0,2,6
A2U1WHVMK9MRJ9,0,0.2,0.8,0,0.25,5
A1A4WRN8PF4VK0,0.2857142857,0.1428571429,0.5714285714,0,6,7
A3KTBO331WFHW2,0.4285714286,0.2857142857,0.2857142857,4.341991342,0.1666666667,7
A19PPFERQ3JFDS,0,0,1,1,0.2,6
A45D2LMO2GI50,0,0,1,1,1.5,5
AS6DHCUEC4MDG,0,0,1,0,4,5
A3ORPE16YIL078,0.2857142857,0.1428571429,0.5714285714,0,6,7
A3GZ4COX7PEVU6,0,0.2,0.8,2.935483871,0.6666666667,5
A2IDLL10O28YEE,0,0.2,0.8,1,4,5
AQQFMRN53EWY9,0.1111111111,0,0.8888888889,0,1.25,9
A3SBID9M5LYUN8,0,0,1,2,0.5,6
A1XTSL9WZW301S,0.4,0.2,0.4,1.8666666667,0.6666666667,5
AVNDTQTNH44QH,0,0.1666666667,0.8333333333,1,0.2,6
A3L5TYQVUVMD0I,0.1111111111,0,0.8888888889,2,3.5,9
A2WQA5YPH8P4SB,0,0,1,1.6054421769,0,5
A1AU4F412HBT0I,0.2,0.4,0.4,0,1.5,5
A1ZXTYQ8Z1L341,0.2,0,0.8,1,0.25,5
AFVR272I49ONA,0,0,1,4.9655172414,1,8
A1WVOMOS5GMLTP,0,0,1,1,1,6
ACD5E7BXLBH21,0,0,1,1.5,0.75,7
A36C3D7F85RCTT,0.2,0,0.8,0,0.6666666667,5
AMGI3VTCV76GJ,0.3333333333,0,0.6666666667,0,0.5,6
A166QKY3GZ00GW,0.125,0.25,0.625,2,1,8
A2KTK8C503CYEG,0,0.2,0.8,1.5,0,5
AMWVIPGY5DCG7,0.0769230769,0.0769230769,0.8461538462,3,1.1666666667,13
A3LGT6UZL99IW1,0,0.03125,0.96875,14.0106991256,0.3333333333,32
A16W3LA0DK05CR,0.4,0.6,0,1,4,5
A10FP2595BNO30,0.3333333333,0,0.6666666667,1,0.5,6
A3EZBXC3K2D86M,0,0.2,0.8,0.6666666667,0,5
A1V2TUC03Q0UT5,0,0,1,2.9444444444,0.5,6
A3DFMYR2GT7VMF,0.4,0,0.6,0,0.6666666667,5
A134NPC1ITYG96,0,0,1,1,0.6666666667,5
ABYUNTRXBPEYG,0.2,0,0.8,0,0,5
A22DFYZ7D0CYXV,0,0,1,3,0.6666666667,5
A34SGUY6AK5SB1,0,0,1,1,1,10
A18YG3RY1WRDWI,0.1666666667,0.3333333333,0.5,0,0,6
AOHZCSEPFYUV4,0,0.2,0.8,1,0.6666666667,5
A20FI909C5FZP0,0,0,1,0,1.5,5
AS8KQJIQLXIBU,0.2,0,0.8,0,0.6666666667,5
A3SSTG06KUXSQ7,0,0,1,0,1.5,5
A2W4WOXZIQRGPM,0,0.2,0.8,0,0.6666666667,5
A1GYYF3HYWAEEG,0,0.1428571429,0.8571428571,1,0,7
A3IHPHWCE9GDVH,0,0,1,1,0.25,5
A18VXZZI6AD07G,0.2,0.4,0.4,1,1.5,5
AIIMZDRJ8LM9I,0.125,0,0.875,3,0,8
A3L8SEH8LJO3Z1,0,0,1,0,5,6
A2MN5J9AJJ14T,0,0.4,0.6,0,0.25,5
A191UTFQJOLSWK,0.4,0,0.6,1,1.5,5
A3BFSB5231LFPL,0,0,1,1,0.5,6
A35CLHKBUMR1KJ,0.2,0,0.8,1.6666666667,0,5
A13ZWKJEUF8M9M,0.6666666667,0,0.3333333333,1,1,6
AW9QYVK0NRAJ9,0,0,1,0,4,5
ALMA5B6D41ZXL,0.1428571429,0,0.8571428571,0.5,2.5,7
A2JXV623KTDJV0,0,0,1,0.9361702128,1,6
A3HF4IG60GWWT4,0,0,1,0.8,0.6666666667,5
A1IILFFC2EUXFC,0.1428571429,0,0.8571428571,2.7222222222,0.1666666667,7
A20YJRJRT1R5SR,0,0.2,0.8,0,0.25,5
A32FQN3ISJVXJA,0,0,1,1,0.6666666667,5
ARMT26SADFCQK,0,0.1666666667,0.8333333333,1,1,6
A1S8D4BNV2MDH2,0.0833333333,0.0833333333,0.8333333333,3.850877193,0.7142857143,12
A1FB6YPF0F62LG,0,0,1,0,0.6666666667,5
A17RJ8LZCLL7KS,0,0.6,0.4,0,4,5
A2A8IY4GTR7GWQ,0.1666666667,0,0.8333333333,1.3333333333,0,6
A2E1XXNLTHKFTO,0.1666666667,0,0.8333333333,2.2666666667,0.5,6
A1EUO0BU72JR7T,0.2,0,0.8,0,0.6666666667,5
AM8OUD9CL1EST,0,0.2,0.8,0,1.5,5
A316MYZ3J1BGIX,0.0714285714,0.0714285714,0.8571428571,1,1,14
A2WAODMB4O9TA4,0,0,1,0,0.25,5
A2ELS4QGNO2VJW,0,0.2,0.8,0,0.6666666667,5
A1S616CG1H3COH,0,0,1,0.6,0.6666666667,5
AEM3CHB4TQFDH,0,0.1538461538,0.8461538462,1,0.625,13
A25V0CSUQINT4C,0.1666666667,0.1666666667,0.6666666667,0,0,6
A1B8GPBTMXTTWC,0,0,1,0.5,0.6666666667,5
A3PONC780PNY71,0.1666666667,0.1666666667,0.6666666667,2.2166666667,0.2,6
AOEUN9718KVRD,0.1428571429,0.1428571429,0.7142857143,1.5,0.1666666667,7
A19C2HV4KGSWRK,0.1111111111,0.2222222222,0.6666666667,1,0.8,9
A24H0SNSSJAXV0,0.1428571429,0.2857142857,0.5714285714,1.6,0,7
A3HIDCZOYWOYW9,0.2,0.4,0.4,2.5,0.6666666667,5
A386MD87W1G5QF,0,0,1,1,5,6
A3TOOF2TO3J8WY,0.1666666667,0,0.8333333333,2.6818181818,0.2,6
A3JJVDYQL39YPF,0,0.1111111111,0.8888888889,1,0.5,9
A31GKQZBS6LFY0,0.5,0,0.5,1,0,6
AME9VY61PKW4G,0.2857142857,0.2857142857,0.4285714286,0,0.75,7
A26R2OCBMPCP5Q,0.5,0.1666666667,0.3333333333,1,0,6
A3IW39ZHHOKU6E,0,0.2,0.8,0,0.25,5
AY6A8KPYCE6B0,0,0.2,0.8,1.978021978,0,5
A1Y526QF4ATZCA,0.4285714286,0.2857142857,0.2857142857,2,0.1666666667,7
A1IC090QU0TTN3,0.5,0,0.5,0.7142857143,0.2,6
A10436JZZW87TE,0.1666666667,0,0.8333333333,0.6666666667,0.5,6
A3FO5VN7PXHI3M,0,0.4,0.6,1,0,5
A1UNOXZA1HM6YT,0.1666666667,0,0.8333333333,0,2,6
A1U22BSC4ZGABT,0,0.1,0.9,3,2.3333333333,10
A3JF1M0V0JGRBN,0,0,1,1,0.25,5
A1QZZJA7OD5CNF,0,0,1,0,0.6666666667,5
A3CCD009HXZGRY,0.2,0.4,0.4,0,0.6666666667,5
A2CW9DQXWXBI21,0,0,1,0,1,6
AX2WY4AIFQZNH,0,0.2,0.8,2,1.5,5
AOK9VHXUVTG19,0.4,0,0.6,1,1.5,5
A3E1NCGHM5WNGX,0.6,0,0.4,1,4,5
AZFQ7LTJ12WI3,0,0.1428571429,0.8571428571,2,0.4,7
AT82MB57CVWJA,0.5,0,0.5,0,3,8
A2G82MAM4V06T8,0.1111111111,0,0.8888888889,2,0.8,9
AN9CP6J4JF91X,0.1111111111,0.1111111111,0.7777777778,1,1.25,9
A2D0PY6HIGTYIT,0,0,1,3,0,5
A1S5ZMZMCHSB9B,0,0,1,1,0,5
A1FE8L8088SGF9,0.2,0.2,0.6,1.95,0,5
A12B7ZMXFI6IXY,0.1428571429,0,0.8571428571,7.2361111111,0.0769230769,14
AMU5MVT8PG0GJ,0.2222222222,0.2222222222,0.5555555556,1,0.8,9
AQCA8WBO82VQH,0.125,0.125,0.75,2,1,8
A1YDWO4LJCFU2Y,0.4,0,0.6,2.3555555556,0.25,5
AICK4KSHCGJO2,0,0,1,1,1.5,5
A35QO8KUVYFHN4,0,0,1,1,5,6
A2BSG4MRSN2U4Y,0.2,0,0.8,0,1.5,5
AUEY946M1L939,0,0.1578947368,0.8421052632,14,0.4615384615,38
A4BA6M0HBU56A,0,0,1,1,0.6666666667,5
AML2ECGMBQ69D,0.0909090909,0,0.9090909091,1,1.75,11
A3CEUT263RNUDO,0,0.25,0.75,2.5,0,12
ALOVW7UMFYYX9,0,0.4,0.6,1,0.6666666667,5
A1B2NSR50OI0B2,0,0.2,0.8,1,0.25,5
A18K0447AXPO8B,0,0,1,0,1.5,5
A27FFCXM6PVP9Z,0,0.2,0.8,2.5681818182,0,5
AYLNKK6ZM69D3,0.1428571429,0.1428571429,0.7142857143,2,0.75,7
A2J2Y7VY8WEQE,0.2222222222,0.1111111111,0.6666666667,1.8333333333,0.2857142857,9
AH4EBRLEBYAIC,0,0,1,2.5,0,5
ALO69F09K30DM,0.2,0,0.8,0,0.6666666667,5
A2P6Z1112PLJ4Y,0.2,0.2,0.6,0,0.6666666667,5
ASVRHJ3HK9QFG,0.2,0.2,0.6,0,0.6666666667,5
A3L0OZ1CG1ZTNO,0.1111111111,0.1111111111,0.7777777778,1,1.25,9
A2FSJTL7U70RDU,0.2,0,0.8,0,0.25,5
A3GYAB5SN9UUJA,0.4,0,0.6,1,1.5,5
A30OGTWCC1X8G5,0.4,0,0.6,0,0,5
A2H5ZRKUELOPLE,0.2,0.4,0.4,0,4,5
A4H63LXNWS7FC,0,0.2,0.8,1,4,5
A1FSADFCX1DI2D,0,0.2,0.8,3.5,0.6666666667,5
AKLPA7CAF0192,0.1666666667,0,0.8333333333,0.5,0.5,6
A1WM6XOZFJQ3PL,0,0,1,1,0,6
A17DHONDJRUKVF,0,0.2,0.8,0.8,0.6666666667,5
A3T3KPW2QE866W,0,0,1,2.7916666667,0.2,6
A7C8C9ZVR2YMA,0.2,0,0.8,0,1.5,5
A2J2D7KT5GETYE,0.0666666667,0.1333333333,0.8,1,0.5,15
A16Q1BL819RF67,0.4,0,0.6,1,0.25,5
AT0HNPNF5WMR6,0,0.2,0.8,0,0.6666666667,5
A22B7TSN6DP9B8,0.2,0,0.8,0,1.5,5
A22KC2B4JYI2IV,0.2,0,0.8,1,0.6666666667,5
A359BUR4XEI0AR,0,0,1,1,0.5,15
AIVLKALMERRFT,0.4,0.2,0.4,2.2230769231,0,5
A1RSTSRE6MYRJ,0,0,1,1,0.4,7
A3M0TVGV2RLBT1,0.1428571429,0.1428571429,0.7142857143,2.5,0.75,7
A2AN640M4C4YYI,0,0,1,0,0.25,5
A2FV9TU17K68QS,0,0,1,0,1.5,5
A1RRY766UHJG3P,0,0,1,0,0.8,9
A1E78KHQRG6FFA,0,0,1,0,0.25,5
A2GZVMW4Q8UTR6,0.2,0.2,0.6,1,0,5
A3Q14XDDY8MWEZ,0,0.3333333333,0.6666666667,0,0.5,6
A39RHM4ZV74KBD,0,0,1,0,1.5,5
A33GRB44L2L29X,0.5,0,0.5,1,2,6
A1OP1ILQO5ZABH,0.2,0.4,0.4,1,4,5
A1AP76WY05SVEU,0,0.4444444444,0.5555555556,4.2585747586,0.5,9
ANAJY8KLZHBKL,0,0,1,0,0.6666666667,5
A282KG5NYRFFLD,0.2,0,0.8,0.9206349206,0,5
A2ZKP05T4HWRQG,0,0.2,0.8,2,0.6666666667,5
AE9QWJETO90U0,0.1666666667,0.0833333333,0.75,3.1666666667,0.5,12
AW8515IRKOMDE,0,0,1,0,0,5
AVPFHHP0T4CSQ,0,0,1,1,1.5,5
A17RKNQ3YLQRT8,0,0,1,0,0.4,7
A2ZCG424VQZFSP,0,0.2222222222,0.7777777778,1,0.5,9
A2K0VSD6O7V2RK,0,0,1,2,0.5,6
A2GY3G8OMW5KS8,0.4,0.4,0.2,1,0.6666666667,5
A1R6RKKE44AYA8,0.15,0.15,0.7,4.9824675325,0.5384615385,20
A2OWV4HKGYXU0S,0,0,1,0,0.4,7
A3D3HHITCPK0UW,0.2,0.2,0.6,0,1.5,5
A3I4FNN00CJ3QS,0,0,1,0,0,6
AR9ZPPPR35WA4,0.4,0.2,0.4,1,1.5,5
A110VKXAVLAYKY,0,0,1,1,0.6666666667,5
A9NETBZNEW2TP,0,0,1,1,0.75,7
A3NVEX2I1NZXO8,0.2,0,0.8,1,0.6666666667,5
APHOL0NACZ0MW,0,0,1,0,3,8
AQDAU8JEK6QC4,0.1,0,0.9,4.5,1,10
A3W1BQVLR84095,0.4,0.2,0.4,2.5,0.6666666667,5
A2OPJSNUDQV5V9,0.6,0.2,0.2,0,1.5,5
A3HEDH8BXLUXOM,0,0,1,0,5,6
A35FQ1CFU3FAAG,0,0,1,0.5,0.3333333333,8
A1323GVRLTJ6LC,0,0,1,4,0.4285714286,10
A253NYWLBS4AS0,0,0.6,0.4,0,1.5,5
A247XR4GEIOW3Q,0.2,0.4,0.4,0,4,5
A3GOOSN0MSIUNL,0.3333333333,0.1666666667,0.5,0,0.5,6
A1LC8EX0YB5J0S,0.2,0,0.8,0,1.5,5
A2T76AX2H9KQYF,0.1428571429,0,0.8571428571,0.75,1.3333333333,7
AVC4G81RYFCJ9,0,0,1,1,3,8
A22RTFL9AF7PVM,0,0,1,0,0.6,8
A3JREFQ0PB1GNH,0.0909090909,0.0909090909,0.8181818182,3,1.75,11
A2TRWMI8HELBO5,0,0.1666666667,0.8333333333,1,2,6
A1B0E0E6U3I1UO,0.1818181818,0.0909090909,0.7272727273,1,0.8333333333,11
A1ZVTWEZX3748E,0,0,1,0,0.25,5
A1URTX250HLGUF,0.1111111111,0.1111111111,0.7777777778,1.25,0.125,9
A1047EDJ84IMAS,0,0.1666666667,0.8333333333,2,0.2,6
A3PJZ8TU8FDQ1K,0.0714285714,0.1428571429,0.7857142857,8.3888888889,0,14
A3DDPZ3V12QXN9,0,0,1,0,1.5,5
A18HUIX9QWBNFZ,0.1111111111,0.3333333333,0.5555555556,0,3.5,9
A26N0NRG3YX310,0.1428571429,0,0.8571428571,1,0.1666666667,7
A3SZGYAXD25VSK,0,0.4615384615,0.5384615385,0.5,2.25,13
A06170512LLXAS5ND7UQB,0.75,0.125,0.125,3,1,8
A2G472B01L2LDC,0.2,0,0.8,3,0.25,5
A3MJTJS3SL55UK,0,0,1,0,0.5,6
A24AHLI6J02WD4,0,0.1666666667,0.8333333333,1.25,0.5,6
A2CT55RSVJQEJT,0.6,0.2,0.2,0,1.5,5
A5RBBXZDAPQU0,0,0,1,1,4,5
A1LP66CACNLM3R,0,0,1,1,0.25,5
A1TOOM881GSYXV,0,0,1,2,1.5,5
A1J2BGNOBGEVCK,0.4,0.2,0.4,0.9,0.6666666667,5
A2ZFFSJ0VM6KSJ,0,0,1,2,0.5,6
A393L8W4ZGMINL,0.1111111111,0,0.8888888889,0,0.125,9
AQ3B62G99TCPS,0,0,1,0,1.5,5
A3CP6HUU76U42J,0,0,1,1.6666666667,0.25,5
A2JX3J26KVJG6O,0,0,1,1.8571428571,0,5
A20GXHWQTP25F3,0,0.3333333333,0.6666666667,0.375,1,12
A3IV4HTUJQ3QCC,0.3333333333,0,0.6666666667,0,0.5,6
A2W6HWCCU6RH5F,0.1818181818,0.1818181818,0.6363636364,0.5,1.2,11
A2G0S2OCTH3HTX,0.5,0.1666666667,0.3333333333,0.6666666667,2,6
A2NOIWPJDD7WIQ,0.2727272727,0.2727272727,0.4545454545,5,0,11
A28WGUX49HXHB5,0,0,1,0,4,5
A29K7YIR7ROXS5,0,0.1428571429,0.8571428571,1,0.75,7
AKLFMULY52DB2,0.2,0,0.8,2.5,1.5,5
AA7C257556J75,0.2,0.4,0.4,2,0.6666666667,5
A2E3NAL9ECE7VS,0.2,0.2,0.6,0.3333333333,0,5
A137U9D2JQAQJ3,0.3333333333,0.1111111111,0.5555555556,3.6666666667,0.125,9
A20FCRSETAEEQ5,0,0,1,3,0.5,6
AE410QHI8YYY2,0.1666666667,0.3333333333,0.5,0,1,6
A2EW7UMSTXMHB7,0,0.6666666667,0.3333333333,0,2,6
A1VSGWJKG0CD04,0,0,1,2,1.5,5
A2H4ET8N3T2H8W,0,0.1428571429,0.8571428571,1,0.75,7
A2TEXWV00GIX3X,0.6,0,0.4,2.8987096774,0.25,5
A38O4FPZOIVS49,0.2,0.2,0.6,2.45,0,5
A2C2AWPJUPSGI1,0,0.125,0.875,0,0.3333333333,8
ALR56OKJ2HDM7,0,0.2,0.8,1,0.25,5
A3E3L48LMUB0RV,0,0,1,5.4935064935,0,6
A27D7TJZTU8B15,0.2222222222,0.2222222222,0.5555555556,0,8,9
AVB4RMCY3SO09,0.1428571429,0,0.8571428571,1,6,7
A2MBLVMVDLHK1L,0,0.125,0.875,2.3333333333,1,8
A1SI2993YY7C61,0,0.1666666667,0.8333333333,2.25,0.7142857143,12
A2BBI7T7KU287Q,0.125,0,0.875,3,0.6,8
A1D9OD18M7VS7G,0,0,1,1,1.25,9
A3KXMON77IAEYE,0,0.2,0.8,2,0.25,5
A2S7FFKWXIUNIT,0,0,1,2,0,5
A15RPNYZ618NHF,0,0.6,0.4,1,0.25,5
A3HVU562SSVP8Q,0.2727272727,0.0909090909,0.6363636364,7.6730769231,0.2222222222,11
A4PXXQ3UGXSB5,0,0.3333333333,0.6666666667,2,0.5,9
A362LY9PKFPQ0D,0.8,0,0.2,1.5,1.5,5
A7MZGH1QR1WAI,0.4,0.2,0.4,1.5,4,5
A18K94U1O6V7I3,0,0,1,0,1.5,5
A1IV6NOE1FXGIS,0.3333333333,0.1666666667,0.5,0,5,6
A1P5TN3N6L155V,0.2,0.2,0.6,1.8333333333,0,5
A4FOK6G8UREQJ,0,0,1,2,1.3333333333,7
AAKID05IILD9I,0,0,1,0.5,0.6666666667,5
A287IGR5MHN6BB,0,0,1,1,0.5,6
A3VZH0PWLQ9BB1,0,0,1,2,0,5
A4K67NZBIY303,0.2,0.4,0.4,0,0,5
A1S23YE2CWN259,0,0.2,0.8,0,1.5,5
A3DKLT8EI379E5,0.6,0,0.4,1,0.6666666667,5
A5FR7FT1QW9XK,0.1428571429,0.1428571429,0.7142857143,2,0.75,7
A23UII4IYD8M6W,0,0.125,0.875,0.5,0.6,8
A34KO3JNKTZU6Y,0,0,1,2.5,0.25,5
A13V5XU46DW8EB,0.2,0,0.8,1,0.6666666667,5
AQK1YCHLHKDKW,0,0.375,0.625,0,3,8
A1BZJG4T8ULVFE,0.1666666667,0.1666666667,0.6666666667,3,1,6
A2AM9IPXQKNO8L,0,0,1,2.5,0.2,6
A2T1N3QCTW2Q2K,0.4,0.4,0.2,0,1.5,5
A3JSRUHNHX4K46,0.1428571429,0.2857142857,0.5714285714,1,0.1666666667,7
A3S1VOR12LIV6U,0,0.1666666667,0.8333333333,2.8333333333,0,6
A3ANYPMRHCR7Q7,0.3333333333,0.1666666667,0.5,1.5555555556,0,6
A3VIS4P126GF0F,0,0,1,0,0.25,10
AM3FB8CYORW0C,0.4,0,0.6,1,0.25,5
A22CW0ZHY3NJH8,0.0144927536,0.0507246377,0.9347826087,45.3443926846,0.2432432432,138
A2ZD7DJFS62KHI,0,0,1,1,0.4,7
A3J4NBVQ94ZYZM,0,0.2,0.8,1.8571428571,0.25,5
AFDRIWHBVZNTI,0.2,0.2,0.6,0.6666666667,0.6666666667,5
A2GB8OLVW6Q1QI,0.1428571429,0.1428571429,0.7142857143,0.3333333333,0,7
AE8IRDIZ8T847,0.6,0.2,0.2,2,1.5,5
A2UCDLO7V7DG6,0.2,0.2,0.6,3,0.25,5
A1CK5O569H9GDD,0.0909090909,0,0.9090909091,2.6666666667,0.8333333333,11
A35FI09LXVDGCO,0,0,1,1,1.5,5
A1OGABPYBDGMO3,0,0,1,1.9,0.5,6
A1VXIQNFBKEWB4,0.1428571429,0,0.8571428571,0,0.4,7
A2VN32H7VP70IG,0.4,0.2,0.4,2.9666666667,0,5
AIXIVACE0LHLE,0,0,1,0,0.25,5
A7JZJUMDPL45S,0.6666666667,0.3333333333,0,0,0.5,6
A278B4LG4HB2P5,0.1428571429,0.1428571429,0.7142857143,1,0.75,7
A1BBAJWL4EJ0J1,0,0,1,3,0,7
A34UGAF9UKFSSR,0,0.6,0.4,1,0.6666666667,5
A2CYJO155QP33S,0.2857142857,0,0.7142857143,1.75,0.1666666667,7
A1GV718428L71V,0.2,0,0.8,2.8333333333,0.25,5
A1LOC9NB5SFJSL,0.2666666667,0.2666666667,0.4666666667,2.75,0.875,15
A1V421IN8999X8,0,0.2,0.8,1,0.25,5
A1BP3CPP29XCJW,0,0,1,0.3333333333,1,6
A1VQC0MWX3V260,0,0,1,1,0.25,5
A1Y3XWYXN6HB7H,0.125,0.25,0.625,0,1,8
A3ERS94QZJJ9EP,0,0,1,2,0.2,6
A3VK1UQWV1BBWK,0.2,0,0.8,1,0,5
A1CB5CMVN6AL9A,0.1428571429,0.4285714286,0.4285714286,1.0769230769,1.3333333333,7
A25D308R5F0FH4,0.125,0.125,0.75,4,0.1428571429,8
AIQXEC14E5EEP,0,0,1,3,0.2,6
A2ICQ4FSQ7CR1F,0.2,0,0.8,1.3333333333,0.25,5
AL7Y60XF3DXVV,0,0,1,1,0.6666666667,5
A37WSGLDFDD8AX,0.1666666667,0.1666666667,0.6666666667,1,2,6
A22G1YTUVN14MN,0,0,1,3,0.1666666667,7
A4JZYL1MWJ833,0,0,1,1.75,0.1666666667,7
A3963F4ZW4ZJF0,0,0.6,0.4,0,0.25,5
AYX9H1S2A92NL,0,0.0833333333,0.9166666667,3,0.3333333333,12
AZCRHDUE2VSJK,0,0.2,0.8,3.8333333333,0,5
A2IB3CUVPRE28M,0,0.1666666667,0.8333333333,2.5,0,6
A1RHVVY6U02LN2,0,0.25,0.75,0,0.3333333333,8
A3N4VTNFPMTHEF,0.1666666667,0,0.8333333333,7.75,0,12
A2S79ERYFGZ0MF,0,0,1,2,0.6666666667,5
A3QX14AZKQCLAF,0,0,1,0,0.6666666667,5
A1GQ0ITNQBDD83,0.2,0.2,0.6,1.6666666667,0.25,5
A2ZKX70OAPTTQ4,0.4,0,0.6,0,1.5,5
A1VU5MS29DEA39,0.6,0,0.4,0,0,5
A23CKRIBPMPBP1,0.375,0.125,0.5,0,1,8
A1M2ENRWOHMCIB,0.2,0,0.8,2,1.5,5
A2VIPQIKCQ581V,0,0.2,0.8,1,0.25,5
A30TL5EWN6DFXT,0.3333333333,0.1111111111,0.5555555556,1,3.5,9
A18UYIBJGDWIWA,0.2857142857,0,0.7142857143,0,2.5,7
A3C4IDNB9D1CX7,0,0.2,0.8,1.75,0.25,5
A9CJLAYWQ5USM,0,0,1,0.75,0.6666666667,5
A2IUKR58R88PG8,0.3333333333,0.1666666667,0.5,1,0,6
AO75I7ZCZTJQX,0.4,0,0.6,1.5,0.25,5
A3G4O3AF6JSTYW,0,0.1111111111,0.8888888889,2,0.8,9
AYTYMHSHRKG8H,0,0,1,0,0.6666666667,5
AWUSZKH511LQI,0.2857142857,0,0.7142857143,1,0.4,7
A16LVQY3J6142L,0.125,0,0.875,1,1,8
A6YA25TZ6IDWH,0,0.1666666667,0.8333333333,0.8888888889,0,6
A74UT8IQCM0I2,0,0,1,0,0.2222222222,11
A2YIZ1NUR1RLWB,0,0.2,0.8,0,4,5
A3CPSTC1T4YF9X,0.25,0.0833333333,0.6666666667,0,0.7142857143,12
AXHLA1Y20266E,0,0,1,0,1,6
A1ZUAGW01U6UTB,0.1428571429,0.0714285714,0.7857142857,3.7777777778,0.5555555556,14
A1SX9PHJWTDMF9,0.2222222222,0.1111111111,0.6666666667,2.75,0,9
A1YHYEDJE7PB2E,0.3333333333,0,0.6666666667,3.5214285714,0.2,6
A4ETDBJYSJEUZ,0,0.125,0.875,2,0.6,8
AJJIDFS49GRPH,0.1666666667,0.1666666667,0.6666666667,0,1,6
A2CRRVXI27N4B6,0.2,0.2,0.6,0.8181818182,0.25,5
A361M14PU2GUEG,0.2142857143,0.2142857143,0.5714285714,1.5,0.4,14
A16NRV54CGOO69,0,0,1,0,0,5
A27J4824JLFLQ7,0,0,1,1,4,5
A2BL4LD5ZAUV24,0,0.2,0.8,2.7321428571,0,5
A2REUCNQIGEBFO,0,0.2222222222,0.7777777778,0,8,9
A194D3J6LEFMEM,0,0.1666666667,0.8333333333,2,1,6
AP37ZBVD77DUE,0,0.1666666667,0.8333333333,3.6092436975,0,6
AVC6IBO40ZCZB,0.25,0.25,0.5,1.5,1,8
A1XFHMX5VJWOCW,0,0.2,0.8,1,4,5
A3TYJJ6NH4T4CU,0.1666666667,0.1666666667,0.6666666667,0,5,6
A3LJZY1PTIXR5S,0.1111111111,0.2222222222,0.6666666667,1,2,9
A11NDWFPZE704P,0.3333333333,0,0.6666666667,2,0,6
A2EQ3FRG76WB8T,0,0.2,0.8,1,0.6666666667,5
A11156AVRMSKWH,0.2,0,0.8,1,4,5
A3BY9B9YM6HUEJ,0,0.1666666667,0.8333333333,0.8333333333,0.5,6
A2L2500TE1PAMS,0,0.2,0.8,0,4,5
A4VX8XZC12GYL,0.3333333333,0.5,0.1666666667,0,0.5,6
A1IYZBJLRM29JK,0.2,0.4,0.4,1,1.5,5
A1Q023QOVQO6XQ,0,0.2,0.8,1,0.6666666667,5
A1CCZRTI2N6EYU,0,0,1,1,0,5
A2RMUSC890DD8Q,0.8333333333,0,0.1666666667,2,1,12
A1TV26XBX23MR0,0,0,1,3.8598484849,0.4,7
A4G21URP9GGUK,0,0.6,0.4,2,0,5
A1FI92F24HV4QW,0.1428571429,0.1428571429,0.7142857143,0,0.75,7
A3HR0ZZOFKQ97N,0.1666666667,0,0.8333333333,6.1950883002,0.0909090909,12
A1S9RZPVGI5NCZ,0.5,0,0.5,0,0.2,6
A2J6QAUUFTR1RG,0.2,0.2,0.6,0,4,5
A36872JA8AXIC9,0,0,1,0.5,0.4,7
AO19X9C4EWYCM,0.4,0.2,0.4,0.5,0.25,5
A13KUKTVB3HOCT,0,0,1,5.4166666667,0.1428571429,8
A3DE895XICGO2U,0.3,0.3,0.4,0,4,10
A2LVOMRYH31BMH,0,0,1,0,0.6,8
A3PCQ5E35Y85RY,0,0.1666666667,0.8333333333,1,0.5,6
A1NAI2HOMT5TPT,0.1,0.2,0.7,1,0.6666666667,10
A3MK3CX5S9QCEI,0,0.6,0.4,0,1.5,5
APO0CMU3CUGUA,0,0,1,1,1.5,5
A3E83SNV7RM1FD,0,0,1,1,0.6666666667,5
A13K362S8JRU1G,0,0,1,0,1.5,5
A1BEWEXFA7XLKY,0.2,0,0.8,2,0,5
A7TQ4A6VVYXKL,0,0.1666666667,0.8333333333,1,2,6
A1L3EKKZFI4D1N,0.2,0,0.8,2,0.25,5
A2HX9YVBY4EIBF,0,0.2,0.8,0,1.5,5
ABXANRX4GPYRZ,0.1428571429,0.0714285714,0.7857142857,14.1125058357,0.2173913043,28
A1ZQI8E58EGMPV,0,0.2,0.8,1.8333333333,0,5
A2BLPPYO38SFU8,0.2,0,0.8,0,1.5,5
A28HHG3X94V2N2,0.0714285714,0,0.9285714286,2,1.8,14
A3ILWZ40TMCVKK,0.3333333333,0,0.6666666667,0,2,6
